ID,STRATACD,ECOSECTION,PHOTOYEAR,NUMCOND,PNTCNT,TREE,SHRUB,TREESHRUB,FOREST,NONFOREST,VEGETATED,NONVEGETATED,DEAD,ASPEN,PINYON,PJSPP,SAGE,SPRUCEFIR,INSDIS_DROUGHT,FIRE,EVI2005097,EVI2005177,EVI2005273,NDV2005097,NDV2005177,NDV2005273,NIR2005097,NIR2005177,NIR2005273,RED2005097,RED2005177,RED2005273,NLCD01_250,ELEV250
797,3,341E,2005,1,49,0,69,69,0,100,71,29,0,0,0,0,0,0,0,0,1415,1119,1033,2470,1982,1973,2133,2331,2047,1296,1561,1372,50,1407.00
798,3,341E,2005,1,49,0,88,88,0,100,88,12,0,0,0,0,31,0,0,0,968,2030,1343,2574,4038,3245,1203,1818,1561,710,776,801,50,1987.00
799,3,341E,2005,1,49,4,45,49,4,96,49,51,2,0,2,2,39,0,0,0,1469,1503,1444,2410,2473,2776,2274,2520,2011,1392,1526,1134,50,1758.00
800,3,341E,2005,1,49,24,14,39,24,76,43,57,0,0,22,24,6,0,0,0,1719,1707,1767,2731,2809,2928,2470,2341,2287,1416,1328,1251,50,1675.00
801,3,341E,2005,1,49,31,6,37,31,69,37,63,0,0,24,27,2,0,0,0,1327,1652,1251,2340,3374,2591,2123,1813,1866,1321,914,1101,42,1701.00
802,3,341F,2005,1,49,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,471,510,474,384,346,572,5556,5374,3099,5147,4997,2763,30,1378.00
803,3,341F,2005,1,49,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,527,601,513,456,544,429,5253,5410,5472,4798,4868,5021,30,1480.00
804,3,341F,2005,1,49,0,4,4,0,100,4,96,0,0,0,0,0,0,0,0,670,699,467,635,530,439,3835,4117,3963,3378,3660,3629,30,1436.00
805,3,341F,2005,1,49,0,6,6,0,100,6,94,0,0,0,0,0,0,0,0,632,597,531,882,798,746,2454,2798,2463,2056,2388,2121,50,1357.00
806,3,341F,2005,1,49,0,8,8,0,100,8,92,0,0,0,0,0,0,0,0,690,724,712,879,936,915,2983,2933,3032,2501,2482,2522,50,1448.00
807,3,341F,2005,1,49,0,8,8,0,100,10,90,0,0,0,0,0,0,0,0,1256,1195,1098,2056,1606,1585,2170,2897,2602,1445,2108,1890,50,1262.00
808,3,341F,2005,1,49,0,10,10,0,100,10,90,0,0,0,0,0,0,0,0,662,770,715,1093,1054,1070,1923,2467,2165,1574,1977,1775,50,1496.00
809,3,341F,2005,1,49,0,10,10,0,100,10,90,0,0,0,0,0,0,0,0,666,918,763,531,819,611,4894,4804,4868,4400,4077,4307,30,1441.00
810,3,341F,2005,1,49,0,12,12,0,100,12,88,0,0,0,0,0,0,0,0,715,695,589,1035,941,908,2422,2682,2274,1968,2220,1896,50,1504.00
811,3,341F,2005,1,49,0,12,12,0,100,14,86,0,0,0,0,0,0,0,0,901,804,654,1138,1048,910,3093,3161,2859,2461,2574,2382,50,1651.00
812,3,341F,2005,1,49,0,12,12,0,100,24,76,0,0,0,0,10,0,0,0,867,1219,807,1249,1554,1377,2516,3166,2244,1957,2295,1703,50,1980.00
813,3,341F,2005,1,49,0,12,12,0,100,59,41,0,0,0,0,8,0,0,0,1202,1119,804,2169,1613,1643,2301,2483,1845,1507,1785,1329,50,1573.00
814,3,341F,2005,1,49,0,14,14,0,100,14,86,0,0,0,0,0,0,0,0,892,1119,1027,801,994,893,4057,3336,4104,3456,2736,3430,30,1504.00
815,3,341F,2005,1,49,0,14,14,0,100,16,84,0,0,0,0,0,0,0,0,1391,1402,1229,1955,1914,1867,2575,2835,2476,1732,1891,1696,50,1710.00
816,3,341F,2005,1,49,0,14,14,0,100,16,84,0,0,0,0,4,0,0,0,919,1466,1060,1127,1866,1335,2916,3716,3332,2326,2672,2546,50,1484.00
817,3,341F,2005,1,49,0,14,14,0,100,35,65,0,0,0,0,4,0,0,0,1866,1520,1231,3376,2482,2166,2153,2587,2356,1065,1547,1518,50,1509.00
818,3,341F,2005,1,49,0,16,16,0,100,16,84,0,0,0,0,0,0,0,0,945,1049,734,1196,1336,1108,3028,3428,2736,2382,2619,2193,50,1869.00
819,3,341F,2005,1,49,0,16,16,0,100,16,84,0,0,0,0,14,0,0,0,716,696,558,1507,1748,1243,1799,1295,1591,1328,905,1244,50,1780.00
820,3,341F,2005,1,49,0,16,16,0,100,20,80,0,0,0,0,14,0,0,0,649,739,638,1307,1595,1363,1658,1920,1618,1275,1438,1233,50,1757.00
821,3,341F,2005,1,49,0,16,16,0,100,22,78,0,0,0,0,2,0,0,0,765,1056,824,1130,1507,1337,2584,2610,2408,2069,1872,1850,50,1758.00
822,3,341F,2005,1,49,0,18,18,0,100,18,82,0,0,0,0,0,0,0,0,936,846,729,1052,1053,909,3388,3134,2978,2743,2533,2483,50,1505.00
823,3,341F,2005,1,49,0,18,18,0,100,22,78,0,0,0,0,0,0,0,0,1824,1294,933,3053,2036,1656,2428,2735,2220,1292,1793,1589,50,1144.00
824,3,341F,2005,1,49,0,20,20,0,100,22,78,0,0,0,0,0,0,0,0,948,1081,807,1292,1332,1161,2659,2950,2536,2050,2249,2008,50,1424.00
825,3,341F,2005,1,49,0,20,20,0,100,24,76,0,0,0,0,16,0,0,0,839,932,856,1755,2092,2072,1725,1747,1464,1219,1160,977,50,2089.00
826,3,341F,2005,1,49,0,20,20,0,100,31,69,0,0,0,0,0,0,0,0,1111,1090,1011,1372,1451,1248,3186,3212,3171,2418,2389,2467,50,1511.00
827,3,341F,2005,1,49,0,22,22,0,100,22,78,0,0,0,0,18,0,0,0,660,988,586,1293,1333,1250,1731,2056,1519,1335,1560,1186,50,2110.00
828,3,341F,2005,1,49,0,22,22,0,100,24,76,0,0,0,0,0,0,0,0,1115,920,863,1971,1579,1558,1954,2196,2057,1310,1597,1503,50,1263.00
829,3,341F,2005,1,49,0,22,22,0,100,27,73,0,0,0,0,0,0,0,0,750,922,816,1018,1108,1090,2779,3489,3025,2266,2790,2430,50,1602.00
830,3,341F,2005,1,49,0,22,22,0,100,53,47,0,0,0,0,6,0,0,0,1049,777,588,1650,1755,1313,2307,1657,1512,1654,1163,1161,50,1606.00
831,3,341F,2005,1,49,0,24,24,0,100,27,73,0,0,0,0,0,0,0,0,791,953,695,1419,1623,1287,1976,2007,2024,1485,1442,1563,50,1634.00
832,3,341F,2005,1,49,0,24,24,0,100,27,73,0,0,0,0,0,0,0,0,1052,1265,907,1382,1546,1236,2672,3848,2832,2023,2815,2209,50,1552.00
833,3,341F,2005,1,49,0,24,24,0,100,29,71,0,0,0,0,0,0,0,0,1536,1295,1057,2205,1619,1843,2796,3199,2209,1798,2318,1522,50,1361.00
834,3,341F,2005,1,49,0,27,27,0,100,27,73,0,0,0,0,0,0,0,0,828,799,710,1025,927,873,3046,3246,3153,2479,2701,2646,50,1675.00
835,3,341F,2005,1,49,0,27,27,0,100,27,73,0,0,0,0,0,0,0,0,869,1329,1134,931,1478,1244,3560,3804,3548,2954,2837,2763,50,1524.00
836,3,341F,2005,1,49,0,27,27,0,100,27,73,0,0,0,0,20,0,0,0,844,993,698,1421,1823,1275,2321,1985,1992,1744,1369,1541,50,1784.00
837,3,341F,2005,1,49,0,27,27,0,100,27,73,0,0,0,0,27,0,0,0,1170,1354,1165,1481,1651,1550,2983,3740,3092,2213,2691,2265,50,1592.00
838,3,341F,2005,1,49,0,27,27,0,100,29,71,0,0,0,0,0,0,0,0,419,755,581,807,1234,1270,1618,1770,1502,1376,1352,1167,50,1794.00
839,3,341F,2005,1,49,0,27,27,0,100,33,67,0,0,0,0,8,0,0,0,1114,1010,834,1218,1304,1119,3506,2943,2756,2745,2285,2202,50,1791.00
840,3,341F,2005,1,49,0,29,29,0,100,29,71,0,0,0,0,0,0,0,0,828,1003,802,1008,1301,1095,3562,3427,3291,2914,2628,2643,50,1763.00
841,3,341F,2005,1,49,0,29,29,0,100,29,71,0,0,0,0,4,0,0,0,1105,1305,1078,2235,1641,1881,1762,2997,2241,1118,2143,1530,50,1655.00
842,3,341F,2005,1,49,0,29,29,0,100,33,67,0,0,0,0,12,0,0,0,865,1292,1059,1291,1632,1838,2477,2956,2212,1911,2094,1528,50,1842.00
843,3,341F,2005,1,49,0,29,29,0,100,35,65,0,0,0,0,0,0,0,0,689,797,631,1288,1528,1309,1744,1648,1582,1346,1207,1216,50,1866.00
844,3,341F,2005,1,49,0,31,31,0,100,31,69,0,0,0,0,0,0,0,0,766,889,609,1088,1327,1154,2488,2644,1991,2000,2028,1580,50,1708.00
845,3,341F,2005,1,49,0,31,31,0,100,31,69,0,0,0,0,0,0,0,0,855,880,607,1164,1185,1046,2577,2726,1929,2040,2144,1565,50,1588.00
846,3,341F,2005,1,49,0,31,31,0,100,31,69,0,0,0,0,0,0,0,0,1410,1189,916,2230,1794,1421,2529,2818,2745,1608,1974,2062,50,1535.00
847,3,341F,2005,1,49,0,31,31,0,100,31,69,0,0,0,0,4,0,0,0,770,854,663,1166,1100,1039,2481,3212,2512,1963,2550,2039,50,1520.00
848,3,341F,2005,1,49,0,31,31,0,100,31,69,0,0,0,0,6,0,0,0,966,1467,1077,1174,1611,1317,3451,4037,3805,2726,2907,2920,50,1401.00
849,3,341F,2005,1,49,0,31,31,0,100,31,69,0,0,0,0,8,0,0,0,878,1074,973,1167,1368,1334,2802,3156,3015,2217,2398,2312,50,1717.00
850,3,341F,2005,1,49,0,31,31,0,100,35,65,0,0,0,0,0,0,0,0,1540,1451,1039,2739,2251,1780,2148,2769,2345,1226,1795,1636,50,1478.00
851,3,341F,2005,1,49,0,31,31,0,100,35,65,0,0,0,0,31,0,0,0,919,980,875,1209,1356,1285,2872,3028,2760,2253,2308,2133,50,1643.00
852,3,341F,2005,1,49,0,33,33,0,100,33,67,0,0,0,0,4,0,0,0,1519,1257,1072,2894,2173,1977,1934,2397,2089,1067,1545,1399,50,1458.00
853,3,341F,2005,1,49,0,33,33,0,100,33,67,0,0,0,0,6,0,0,0,1039,1171,911,1280,1556,1550,3000,3004,2373,2319,2195,1737,50,1639.00
854,3,341F,2005,1,49,0,33,33,0,100,33,67,0,0,0,0,10,0,0,0,717,867,610,1371,1640,1332,1937,2060,1558,1473,1463,1194,50,1868.00
855,3,341F,2005,1,49,0,33,33,0,100,41,59,0,0,0,0,6,0,0,0,907,918,783,1165,1196,1060,2886,2905,2710,2284,2296,2190,50,1514.00
856,3,341F,2005,1,49,0,35,35,0,100,35,65,0,0,0,0,0,0,0,0,881,879,749,1137,1251,1060,2857,2402,2519,2273,1875,2035,50,1590.00
857,3,341F,2005,1,49,0,35,35,0,100,35,65,0,0,0,0,0,0,0,0,961,906,623,1841,1347,1177,1820,2607,1928,1254,2006,1522,50,1638.00
858,3,341F,2005,1,49,0,35,35,0,100,35,65,0,0,0,0,0,0,0,0,1571,1024,905,2509,1370,1634,2567,3016,2049,1538,2280,1474,50,1212.00
859,3,341F,2005,1,49,0,35,35,0,100,35,65,0,0,0,0,8,0,0,0,850,1069,871,879,1086,950,3534,3801,3599,2964,3057,2975,50,1454.00
860,3,341F,2005,1,49,0,35,35,0,100,35,65,0,0,0,0,10,0,0,0,1598,1486,1140,2716,1993,1847,2212,3307,2494,1267,2226,1716,50,1517.00
861,3,341F,2005,1,49,0,35,35,0,100,35,65,0,0,0,0,33,0,0,0,1125,1088,883,1552,1512,1659,2779,2389,1954,2032,1678,1398,50,1825.00
862,3,341F,2005,1,49,0,35,35,0,100,37,63,0,0,0,0,0,0,0,0,1086,1227,1192,1975,2175,2197,1967,2101,1986,1318,1344,1270,50,1384.00
863,3,341F,2005,1,49,0,35,35,0,100,37,63,0,0,0,0,24,0,0,0,1011,1163,1027,1419,1611,1343,2583,2915,2923,1942,2103,2231,50,1718.00
864,3,341F,2005,1,49,0,35,35,0,100,41,59,0,0,0,0,33,0,0,0,997,1594,1218,2356,3561,2220,1369,1621,2269,851,770,1445,50,2268.00
865,3,341F,2005,1,49,0,35,35,0,100,45,55,0,0,0,0,16,0,0,0,1075,1121,896,2090,1928,1997,1883,2777,1524,1249,2017,1017,50,1836.00
866,3,341F,2005,1,49,0,37,37,0,100,37,63,0,0,0,0,0,0,0,0,855,1007,750,1475,1791,1360,2127,2230,2042,1580,1550,1553,50,1917.00
867,3,341F,2005,1,49,0,37,37,0,100,37,63,0,0,0,0,27,0,0,0,866,1076,939,1777,1851,1709,1650,2124,2048,1152,1452,1450,50,1724.00
868,3,341F,2005,1,49,0,37,37,0,100,37,63,0,0,0,0,27,0,0,0,1057,1066,898,1931,1745,1566,1950,1977,2144,1319,1390,1563,50,1682.00
869,3,341F,2005,1,49,0,37,37,0,100,37,63,0,0,0,0,33,0,0,0,1135,1186,930,1443,1499,1721,2827,3055,2047,2117,2257,1446,50,1917.00
870,3,341F,2005,1,49,0,37,37,0,100,39,61,0,0,0,0,2,0,0,0,844,1146,983,967,1430,1289,3395,3493,3284,2796,2624,2534,50,1574.00
871,3,341F,2005,1,49,0,37,37,0,100,63,37,0,0,0,0,0,0,0,0,760,979,741,973,1205,1033,2919,3157,3039,2402,2486,2472,50,1845.00
872,3,341F,2005,1,49,0,37,37,0,100,69,31,0,0,0,0,0,0,0,0,1120,1272,1011,2291,2388,1987,1669,2249,1879,1046,1385,1256,50,1656.00
873,3,341F,2005,1,49,0,39,39,0,100,39,61,0,0,0,0,0,0,0,0,852,1124,946,873,1224,1140,3607,3473,3130,3026,2764,2492,50,1456.00
874,3,341F,2005,1,49,0,39,39,0,100,39,61,0,0,0,0,0,0,0,0,1066,1943,1139,1404,2540,1134,2878,3661,4339,2170,2216,3513,50,1590.00
875,3,341F,2005,1,49,0,39,39,0,100,39,61,0,0,0,0,0,0,0,0,1593,1193,942,2685,1619,1579,2318,2914,2342,1337,2107,1703,50,1285.00
876,3,341F,2005,1,49,0,39,39,0,100,39,61,0,0,0,0,0,0,0,0,1603,1223,1136,2320,1938,1834,3167,2652,2560,1988,1805,1769,50,1173.00
877,3,341F,2005,1,49,0,39,39,0,100,39,61,0,0,0,0,2,0,0,0,722,836,605,1452,1339,1331,1733,2150,1532,1294,1600,1173,50,1807.00
878,3,341F,2005,1,49,0,39,39,0,100,39,61,0,0,0,0,14,0,0,0,967,1265,971,1283,1765,1688,2657,3051,2240,2052,2234,1596,50,1790.00
879,3,341F,2005,1,49,0,39,39,0,100,39,61,0,0,0,0,39,0,0,0,829,1051,1052,1057,1310,1417,3004,3159,2965,2430,2433,2231,50,1620.00
880,3,341F,2005,1,49,0,39,39,0,100,41,59,0,0,0,0,0,0,0,0,1387,1328,1094,2392,1731,1798,2279,3228,2537,1398,2284,1764,50,1644.00
881,3,341F,2005,1,49,0,39,39,0,100,41,59,0,0,0,0,37,0,0,0,887,1047,788,1588,1391,1257,2017,2883,2523,1465,2178,1960,50,1704.00
882,3,341F,2005,1,49,0,39,39,0,100,43,57,0,0,0,0,0,0,0,0,1036,1237,1200,1405,2118,2235,2892,2208,1939,2179,1433,1230,50,1823.00
883,3,341F,2005,1,49,0,39,39,0,100,45,55,0,0,0,0,2,0,0,0,956,1217,1032,1537,1557,1728,2340,3494,2370,1716,2552,1680,50,2002.00
884,3,341F,2005,1,49,0,41,41,0,100,41,59,0,0,0,0,0,0,0,0,945,1338,957,1517,2320,1593,2404,2198,2338,1770,1371,1694,50,1783.00
885,3,341F,2005,1,49,0,41,41,0,100,41,59,0,0,0,0,0,0,0,0,1138,1016,919,1916,1300,1306,2261,3280,2813,1537,2531,2165,50,1708.00
886,3,341F,2005,1,49,0,41,41,0,100,43,57,0,0,0,0,0,0,0,0,1150,1039,834,1417,1229,1137,3098,3265,2738,2329,2551,2178,50,1343.00
887,3,341F,2005,1,49,0,41,41,0,100,43,57,0,0,0,0,16,0,0,0,1034,1183,904,2329,2005,1871,1489,2144,1665,925,1418,1140,50,1762.00
888,3,341F,2005,1,49,0,41,41,0,100,45,55,0,0,0,0,0,0,0,0,992,1078,855,1349,1322,1642,2706,2969,1819,2061,2273,1306,50,1716.00
889,3,341F,2005,1,49,0,41,41,0,100,47,53,0,0,0,0,41,0,0,0,860,770,615,1258,1176,1169,2547,2391,1942,1978,1887,1537,50,1686.00
890,3,341F,2005,1,49,0,41,41,0,100,51,49,0,0,0,0,0,0,0,0,1536,1248,1076,2867,2232,2094,2032,2240,1952,1126,1426,1276,50,1336.00
891,3,341F,2005,1,49,0,41,41,0,100,57,43,0,0,0,0,0,0,0,0,964,1201,1175,1586,1712,1609,2148,2751,3493,1559,1956,2524,50,2029.00
892,3,341F,2005,1,49,0,43,43,0,100,43,57,0,0,0,0,0,0,0,0,860,1091,813,1118,1546,1221,2618,2914,2544,2094,2156,1992,50,1704.00
893,3,341F,2005,1,49,0,43,43,0,100,43,57,0,0,0,0,18,0,0,0,938,1380,1082,1427,2521,2087,2628,2153,1978,1972,1290,1297,50,2029.00
894,3,341F,2005,1,49,0,43,43,0,100,43,57,0,0,0,0,39,0,0,0,840,1018,742,1076,1314,1068,2712,3158,2459,2187,2454,1985,50,1760.00
895,3,341F,2005,1,49,0,43,43,0,100,43,57,0,0,0,0,43,0,0,0,943,1185,884,1965,1877,1689,1773,2587,2056,1191,1819,1463,50,1942.00
896,3,341F,2005,1,49,0,43,43,0,100,45,55,0,0,0,0,20,0,0,0,1024,1453,1010,1789,2210,1909,2262,3092,1975,1577,1996,1348,50,2008.00
897,3,341F,2005,1,49,0,43,43,0,100,49,51,0,0,0,0,0,0,0,0,762,1096,825,1034,1862,1345,2872,2401,2458,2342,1646,1875,50,1807.00
898,3,341F,2005,1,49,0,45,45,0,100,45,55,0,0,0,0,35,0,0,0,1422,1160,1014,1957,1552,1716,2739,2777,2279,1844,2012,1612,50,1805.00
899,3,341F,2005,1,49,0,45,45,0,100,45,55,0,0,0,0,45,0,0,0,973,1479,989,1707,2212,1779,2100,2665,2076,1487,1742,1448,50,2006.00
900,3,341F,2005,1,49,0,45,45,0,100,65,35,0,0,0,0,45,0,0,0,1125,1236,1083,2081,2041,2297,1952,2533,1720,1279,1692,1082,50,2090.00
901,3,341F,2005,1,49,0,47,47,0,100,47,53,0,0,0,0,0,0,0,0,869,873,680,1092,1018,908,2903,3334,2822,2333,2696,2352,50,1370.00
902,3,341F,2005,1,49,0,47,47,0,100,47,53,0,0,0,0,0,0,0,0,934,1160,925,1187,1425,1474,2965,3412,2492,2335,2552,1856,50,1873.00
903,3,341F,2005,1,49,0,47,47,0,100,47,53,0,0,0,0,0,0,0,0,971,1187,950,1299,1456,1293,2836,3396,3032,2184,2529,2338,50,1721.00
904,3,341F,2005,1,49,0,47,47,0,100,47,53,0,0,0,0,0,0,0,0,1415,1313,906,2435,1912,1553,2195,2927,2276,1345,1988,1664,50,1511.00
905,3,341F,2005,1,49,0,47,47,0,100,47,53,0,0,0,0,41,0,0,0,854,1248,1028,1224,1792,1948,2707,2859,1965,2121,2034,1328,50,1909.00
906,3,341F,2005,1,49,0,47,47,0,100,47,53,0,0,0,0,45,0,0,0,911,1318,985,1312,1818,1442,2395,2769,2655,1842,1879,1987,50,1819.00
907,3,341F,2005,1,49,0,47,47,0,100,49,51,0,0,0,0,0,0,0,0,1094,1047,862,1528,1345,1447,2877,3169,2350,2113,2411,1756,50,1656.00
908,3,341F,2005,1,49,0,49,49,0,100,49,51,0,0,0,0,0,0,0,0,1132,1127,1046,2275,2012,2004,1741,2157,1943,1095,1428,1294,50,1954.00
909,3,341F,2005,1,49,0,49,49,0,100,49,51,0,0,0,0,2,0,0,0,1139,1379,1157,1557,2170,2017,2790,2491,2231,2038,1590,1482,50,1936.00
910,3,341F,2005,1,49,0,49,49,0,100,53,47,0,0,0,0,0,0,0,100,1543,1207,691,2961,1411,1484,1936,2188,1566,1056,1386,1166,50,1735.00
911,3,341F,2005,1,49,0,51,51,0,100,55,45,0,0,0,0,35,0,0,0,712,1380,778,1578,2127,1602,1448,2176,1636,1053,1386,1184,50,2115.00
912,3,341F,2005,1,49,0,51,51,0,100,59,41,0,0,0,0,37,0,0,0,1032,1252,908,2048,2531,2032,1808,1909,1680,1193,1148,1112,50,1869.00
913,3,341F,2005,1,49,0,53,53,0,100,53,47,0,0,0,0,0,0,0,0,913,932,745,1531,1292,1206,2115,2902,2429,1553,2245,1906,50,1771.00
914,3,341F,2005,1,49,0,53,53,0,100,53,47,0,0,0,0,0,0,0,0,1065,1222,1005,1351,1515,1357,3057,3502,3101,2329,2552,2360,50,1868.00
915,3,341F,2005,1,49,0,53,53,0,100,53,47,0,0,0,0,53,0,0,0,954,1294,930,1168,1544,1499,3001,3558,2515,2373,2600,1859,50,1910.00
916,3,341F,2005,1,49,0,53,53,0,100,57,43,0,0,0,0,41,0,0,0,986,1239,879,1725,1532,1651,2008,3037,1941,1433,2227,1392,50,1999.00
917,3,341F,2005,1,49,0,55,55,0,100,55,45,0,0,0,0,0,0,0,0,933,1011,778,1727,1624,1419,1934,2423,2018,1364,1751,1516,50,1613.00
918,3,341F,2005,1,49,0,55,55,0,100,57,43,0,0,0,0,4,0,0,0,1817,1284,941,2331,1914,1588,3313,2581,2447,2060,1749,1777,50,1436.00
919,3,341F,2005,1,49,0,59,59,0,100,59,41,0,0,0,0,35,0,0,0,871,1301,818,1776,2444,1550,1584,1958,1897,1106,1202,1388,50,1960.00
920,3,341F,2005,1,49,0,61,61,0,100,94,6,0,0,0,0,0,0,0,0,1062,1309,1057,1394,1539,1347,3145,3728,3490,2374,2734,2661,50,1754.00
921,3,341F,2005,1,49,0,65,65,0,100,65,35,0,0,0,0,0,0,0,0,811,1074,821,1008,1274,1255,2935,3217,2644,2397,2457,2057,50,1675.00
922,3,341F,2005,1,49,0,69,69,0,100,84,16,0,0,0,0,0,0,0,0,2111,971,1338,3925,2053,2823,2101,1460,1698,916,914,953,50,1538.00
923,3,341F,2005,1,49,6,35,41,6,94,43,57,0,0,2,6,31,0,0,0,1285,1397,1465,2252,2572,2892,2186,1804,1920,1388,1017,1062,50,1744.00
924,3,341F,2005,1,49,6,37,43,6,94,43,57,0,0,6,6,35,0,0,0,1058,1334,1450,1979,2507,2984,1928,2575,1691,1297,1561,916,50,2176.00
925,3,341F,2005,1,49,14,20,35,14,86,35,65,0,0,0,14,2,0,0,0,1539,1673,1256,2475,2583,2572,2526,2780,1731,1525,1640,1025,50,1697.00
926,3,341F,2005,1,49,37,20,57,37,63,61,39,0,0,0,37,6,0,0,0,1474,1699,1499,2727,2174,3005,2036,3203,1925,1167,2041,1042,50,1912.00
927,3,341G,2005,1,49,0,0,0,0,100,80,20,0,0,0,0,0,0,0,0,2170,6634,2024,3734,8558,3277,2573,4036,3067,1173,313,1553,80,1710.00
928,3,341G,2005,1,49,0,2,2,0,100,96,4,0,0,0,0,0,0,0,0,1447,2583,1205,2628,4696,2205,2010,2539,2307,1176,921,1472,50,2015.00
929,3,341G,2005,1,49,0,8,8,0,100,84,16,0,0,0,0,0,0,0,0,1853,2189,1108,2905,3142,1851,2518,3226,2640,1384,1683,1815,50,1681.00
930,3,341G,2005,1,49,0,12,12,0,100,80,20,0,0,0,0,10,0,0,0,1629,2712,1154,2955,4239,1960,2004,2946,2670,1109,1193,1800,70,1893.00
931,3,341G,2005,1,49,0,20,20,0,100,59,41,0,0,0,0,20,0,0,0,2053,2252,1167,3293,3588,2146,2450,2502,2286,1232,1180,1477,70,1730.00
932,3,341G,2005,1,49,0,27,27,0,100,76,24,0,0,0,0,10,0,0,0,365,2811,1266,349,4902,2636,3085,2152,1804,2949,736,1051,50,2043.00
933,3,341G,2005,1,49,0,27,27,0,100,86,14,0,0,0,0,27,0,0,0,1571,2352,1243,3152,4043,2068,1761,2689,2768,915,1142,1818,50,1932.00
934,3,341G,2005,1,49,0,29,29,0,100,39,61,0,0,0,0,16,0,0,0,1229,1375,1029,2422,2622,2312,1860,1930,1628,1135,1129,1017,50,1792.00
935,3,341G,2005,1,49,0,35,35,0,100,55,45,0,0,0,0,33,0,0,0,2961,2017,1110,4753,3493,2097,2634,2245,2182,936,1082,1425,50,1521.00
936,3,341G,2005,1,49,0,37,37,0,100,41,59,0,0,0,0,16,0,0,0,1049,1724,1182,1916,3220,2340,1976,2021,1890,1339,1037,1172,50,1834.00
937,3,341G,2005,1,49,0,37,37,0,100,65,35,0,0,0,0,29,0,0,0,779,2753,1347,1155,4648,2775,2192,2504,1854,1752,919,1049,50,2086.00
938,3,341G,2005,1,49,0,41,41,0,100,59,41,0,0,0,0,29,0,0,0,1615,2239,1054,3313,4127,2140,1810,1990,1864,909,828,1207,50,1879.00
939,3,341G,2005,1,49,0,41,41,0,100,65,35,0,0,0,0,4,0,0,0,1696,1753,1140,2891,3038,2080,2230,2221,2255,1229,1186,1478,50,1684.00
940,3,341G,2005,1,49,0,41,41,0,100,65,35,0,0,0,0,39,0,0,0,-854,3234,1272,-681,5312,2690,7525,2466,1796,8649,755,1038,50,2398.00
941,3,341G,2005,1,49,0,41,41,0,100,71,29,0,0,0,0,33,0,0,0,1990,1681,1296,3558,3204,2503,2215,2189,2112,1050,1126,1266,50,1642.00
942,3,341G,2005,1,49,0,43,43,0,100,71,29,0,0,0,0,43,0,0,0,1384,2216,1286,2656,4134,2565,1942,2185,1950,1135,902,1153,50,1900.00
943,3,341G,2005,1,49,0,45,45,0,100,47,53,0,0,0,0,22,0,0,0,1199,2148,1160,2494,3952,2256,1677,2164,1964,1007,938,1242,50,1932.00
944,3,341G,2005,1,49,0,45,45,0,100,57,43,0,0,0,0,20,0,0,0,1061,2587,1113,2006,4506,2332,1877,2234,1765,1258,847,1100,50,2004.00
945,3,341G,2005,1,49,0,45,45,0,100,61,39,0,0,0,0,14,0,0,0,1084,1636,1071,2232,3074,2098,1648,1877,1980,1047,992,1293,50,1823.00
946,3,341G,2005,1,49,0,45,45,0,100,63,37,0,0,0,0,41,0,0,0,1700,1508,1172,2836,2659,2190,2346,2354,2167,1309,1366,1388,50,1581.00
947,3,341G,2005,1,49,0,45,45,0,100,76,24,0,0,0,0,8,0,0,0,1487,2045,1117,2761,3485,2011,1996,2389,2310,1132,1155,1537,50,1775.00
948,3,341G,2005,1,49,0,47,47,0,100,65,35,0,0,0,0,8,0,0,0,-677,3046,1264,-603,4775,2620,6963,2123,1845,7859,751,1081,50,2080.00
949,3,341G,2005,1,49,0,47,47,0,100,65,35,0,0,0,0,22,0,0,0,1899,2232,1143,3583,4105,2236,2040,2267,2040,964,949,1294,50,1940.00
950,3,341G,2005,1,49,0,47,47,0,100,69,31,0,0,0,0,24,0,0,0,1512,2091,971,3202,3682,1995,1732,2346,1709,891,1088,1142,50,1721.00
951,3,341G,2005,1,49,0,49,49,0,100,69,31,0,0,0,0,37,0,0,0,1283,2074,1414,2372,3462,2655,2056,2375,2118,1296,1153,1229,50,1877.00
952,3,341G,2005,1,49,0,49,49,0,100,71,29,0,0,0,0,18,0,0,0,1145,1548,870,2365,3386,1906,1679,1777,1611,1037,879,1095,50,1929.00
953,3,341G,2005,1,49,0,51,51,0,100,51,49,0,0,0,0,27,0,0,0,1082,1399,1115,2327,2932,2321,1605,1807,1800,999,986,1117,50,1666.00
954,3,341G,2005,1,49,0,51,51,0,100,57,43,0,0,0,0,18,0,0,0,1533,2473,1197,2359,4949,2483,2018,2029,1858,1277,686,1118,50,2038.00
955,3,341G,2005,1,49,0,51,51,0,100,61,39,0,0,0,0,43,0,0,0,1652,1618,964,2966,2857,1832,2075,2324,1796,1125,1291,1240,50,1696.00
956,3,341G,2005,1,49,0,51,51,0,100,63,37,0,0,0,0,49,0,0,0,1848,2297,1177,3329,3921,2468,1853,2272,1866,928,995,1129,50,1873.00
957,3,341G,2005,1,49,0,53,53,0,100,65,35,0,0,0,0,51,0,0,0,1682,1420,1108,2871,2499,2170,2201,2108,1967,1219,1265,1267,50,1521.00
